日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2018-02-14,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.92,44296,-6328,4.48,-,0,113,0股,-12.5%,288880.05,15.33%
2018-02-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.44,47328,-3045,5.79,-,0,261,0股,-6.04%,288880.05,16.38%
2018-02-14,股票,交通银行(601328.XSHG),多,8000股,8000股,6.55,52400,1920,6.31,-,0,-80,0股,3.8%,288880.05,18.14%
2018-02-14,股票,中信银行(601998.XSHG),多,7500股,7500股,6.74,50550,2775,6.37,-,0,-525,0股,5.81%,288880.05,17.5%
2018-02-14,,Cash,,,,,138.05,,,,,,,,0
2018-02-22,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.96,41308,-8395,21.61,-,0,276,0股,-16.89%,295069.05,14%
2018-02-22,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.02,54432,3600,31.77,-,0,1296,0股,7.08%,295069.05,18.45%
2018-02-22,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.95,44635,-5989,4.48,-,0,339,0股,-11.83%,295069.05,15.13%
2018-02-22,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.53,48111,-2262,5.79,-,0,783,0股,-4.49%,295069.05,16.3%
2018-02-22,股票,交通银行(601328.XSHG),多,8000股,8000股,6.64,53120,2640,6.31,-,0,720,0股,5.23%,295069.05,18%
2018-02-22,股票,中信银行(601998.XSHG),多,7500股,7500股,7.11,53325,5550,6.37,-,0,2775,0股,11.62%,295069.05,18.07%
2018-02-22,,Cash,,,,,138.05,,,,,,,,0
2018-02-23,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.88,41124,-8579,21.61,-,0,-184,0股,-17.26%,296267.05,13.88%
2018-02-23,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.07,54512,3680,31.77,-,0,80,0股,7.24%,296267.05,18.4%
2018-02-23,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.94,44522,-6102,4.48,-,0,-113,0股,-12.05%,296267.05,15.03%
2018-02-23,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.63,48981,-1392,5.79,-,0,870,0股,-2.76%,296267.05,16.53%
2018-02-23,股票,交通银行(601328.XSHG),多,8000股,8000股,6.68,53440,2960,6.31,-,0,320,0股,5.86%,296267.05,18.04%
2018-02-23,股票,中信银行(601998.XSHG),多,7500股,7500股,7.14,53550,5775,6.37,-,0,225,0股,12.09%,296267.05,18.07%
2018-02-23,,Cash,,,,,138.05,,,,,,,,0
2018-02-26,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.28,42044,-7659,21.61,-,0,920,0股,-15.41%,299177.05,14.05%
2018-02-26,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.48,55168,4336,31.77,-,0,656,0股,8.53%,299177.05,18.44%
2018-02-26,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.99,45087,-5537,4.48,-,0,565,0股,-10.94%,299177.05,15.07%
2018-02-26,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.7,49590,-783,5.79,-,0,609,0股,-1.55%,299177.05,16.58%
2018-02-26,股票,交通银行(601328.XSHG),多,8000股,8000股,6.7,53600,3120,6.31,-,0,160,0股,6.18%,299177.05,17.92%
2018-02-26,股票,中信银行(601998.XSHG),多,7500股,7500股,7.14,53550,5775,6.37,-,0,0,0股,12.09%,299177.05,17.9%
2018-02-26,,Cash,,,,,138.05,,,,,,,,0
2018-02-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.23,41929,-7774,21.61,-,0,-115,0股,-15.64%,296315.05,14.15%
2018-02-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.39,55024,4192,31.77,-,0,-144,0股,8.25%,296315.05,18.57%
2018-02-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.01,45313,-5311,4.48,-,0,226,0股,-10.49%,296315.05,15.29%
2018-02-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.58,48546,-1827,5.79,-,0,-1044,0股,-3.63%,296315.05,16.38%
2018-02-27,股票,交通银行(601328.XSHG),多,8000股,8000股,6.58,52640,2160,6.31,-,0,-960,0股,4.28%,296315.05,17.76%
2018-02-27,股票,中信银行(601998.XSHG),多,7500股,7500股,7.03,52725,4950,6.37,-,0,-825,0股,10.36%,296315.05,17.79%
2018-02-27,,Cash,,,,,138.05,,,,,,,,0
2018-02-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.38,42274,-7429,21.61,-,0,345,0股,-14.95%,293717.05,14.39%
2018-02-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,33.64,53824,2992,31.77,-,0,-1200,0股,5.89%,293717.05,18.33%
2018-02-28,股票,招商轮船(601872.XSHG),多,11300股,11300股,4,45200,-5424,4.48,-,0,-113,0股,-10.71%,293717.05,15.39%
2018-02-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.63,48981,-1392,5.79,-,0,435,0股,-2.76%,293717.05,16.68%
2018-02-28,股票,交通银行(601328.XSHG),多,8000股,8000股,6.5,52000,1520,6.31,-,0,-640,0股,3.01%,293717.05,17.7%
2018-02-28,股票,中信银行(601998.XSHG),多,7500股,7500股,6.84,51300,3525,6.37,-,0,-1425,0股,7.38%,293717.05,17.47%
2018-02-28,,Cash,,,,,138.05,,,,,,,,0
2018-03-01,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.87,43401,-6302,21.61,-,0,1127,0股,-12.68%,296034.05,14.66%
2018-03-01,股票,上汽集团(600104.XSHG),多,1600股,1600股,33.93,54288,3456,31.77,-,0,464,0股,6.8%,296034.05,18.34%
2018-03-01,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.1,46330,-4294,4.48,-,0,1130,0股,-8.48%,296034.05,15.65%
2018-03-01,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.61,48807,-1566,5.79,-,0,-174,0股,-3.11%,296034.05,16.49%
2018-03-01,股票,交通银行(601328.XSHG),多,8000股,8000股,6.49,51920,1440,6.31,-,0,-80,0股,2.85%,296034.05,17.54%
2018-03-01,股票,中信银行(601998.XSHG),多,7500股,7500股,6.82,51150,3375,6.37,-,0,-150,0股,7.06%,296034.05,17.28%
2018-03-01,,Cash,,,,,138.05,,,,,,,,0
2018-03-02,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.57,42711,-6992,21.61,-,0,-690,0股,-14.07%,295251.05,14.47%
2018-03-02,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.02,56032,5200,31.77,-,0,1744,0股,10.23%,295251.05,18.98%
2018-03-02,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.07,45991,-4633,4.48,-,0,-339,0股,-9.15%,295251.05,15.58%
2018-03-02,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.57,48459,-1914,5.79,-,0,-348,0股,-3.8%,295251.05,16.41%
2018-03-02,股票,交通银行(601328.XSHG),多,8000股,8000股,6.44,51520,1040,6.31,-,0,-400,0股,2.06%,295251.05,17.45%
2018-03-02,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,-750,0股,5.49%,295251.05,17.07%
2018-03-02,,Cash,,,,,138.05,,,,,,,,0
2018-03-05,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.67,42941,-6762,21.61,-,0,230,0股,-13.6%,295159.05,14.55%
2018-03-05,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.19,56304,5472,31.77,-,0,272,0股,10.76%,295159.05,19.08%
2018-03-05,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.06,45878,-4746,4.48,-,0,-113,0股,-9.38%,295159.05,15.54%
2018-03-05,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.54,48198,-2175,5.79,-,0,-261,0股,-4.32%,295159.05,16.33%
2018-03-05,股票,交通银行(601328.XSHG),多,8000股,8000股,6.45,51600,1120,6.31,-,0,80,0股,2.22%,295159.05,17.48%
2018-03-05,股票,中信银行(601998.XSHG),多,7500股,7500股,6.68,50100,2325,6.37,-,0,-300,0股,4.87%,295159.05,16.97%
2018-03-05,,Cash,,,,,138.05,,,,,,,,0
2018-03-06,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.74,43102,-6601,21.61,-,0,161,0股,-13.28%,297819.05,14.47%
2018-03-06,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.08,56128,5296,31.77,-,0,-176,0股,10.42%,297819.05,18.85%
2018-03-06,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.08,46104,-4520,4.48,-,0,226,0股,-8.93%,297819.05,15.48%
2018-03-06,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.76,50112,-261,5.79,-,0,1914,0股,-0.52%,297819.05,16.83%
2018-03-06,股票,交通银行(601328.XSHG),多,8000股,8000股,6.47,51760,1280,6.31,-,0,160,0股,2.54%,297819.05,17.38%
2018-03-06,股票,中信银行(601998.XSHG),多,7500股,7500股,6.73,50475,2700,6.37,-,0,375,0股,5.65%,297819.05,16.95%
2018-03-06,,Cash,,,,,138.05,,,,,,,,0
2018-03-07,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.62,42826,-6877,21.61,-,0,-276,0股,-13.84%,297518.05,14.39%
2018-03-07,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.96,57536,6704,31.77,-,0,1408,0股,13.19%,297518.05,19.34%
2018-03-07,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.04,45652,-4972,4.48,-,0,-452,0股,-9.82%,297518.05,15.34%
2018-03-07,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.63,48981,-1392,5.79,-,0,-1131,0股,-2.76%,297518.05,16.46%
2018-03-07,股票,交通银行(601328.XSHG),多,8000股,8000股,6.47,51760,1280,6.31,-,0,0,0股,2.54%,297518.05,17.4%
2018-03-07,股票,中信银行(601998.XSHG),多,7500股,7500股,6.75,50625,2850,6.37,-,0,150,0股,5.97%,297518.05,17.02%
2018-03-07,,Cash,,,,,138.05,,,,,,,,0
2018-03-08,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.76,43148,-6555,21.61,-,0,322,0股,-13.19%,298087.05,14.47%
2018-03-08,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.83,57328,6496,31.77,-,0,-208,0股,12.78%,298087.05,19.23%
2018-03-08,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.07,45991,-4633,4.48,-,0,339,0股,-9.15%,298087.05,15.43%
2018-03-08,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.66,49242,-1131,5.79,-,0,261,0股,-2.25%,298087.05,16.52%
2018-03-08,股票,交通银行(601328.XSHG),多,8000股,8000股,6.48,51840,1360,6.31,-,0,80,0股,2.69%,298087.05,17.39%
2018-03-08,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,-225,0股,5.49%,298087.05,16.91%
2018-03-08,,Cash,,,,,138.05,,,,,,,,0
2018-03-09,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.25,44275,-5428,21.61,-,0,1127,0股,-10.92%,300431.05,14.74%
2018-03-09,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.27,58032,7200,31.77,-,0,704,0股,14.16%,300431.05,19.32%
2018-03-09,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.1,46330,-4294,4.48,-,0,339,0股,-8.48%,300431.05,15.42%
2018-03-09,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.68,49416,-957,5.79,-,0,174,0股,-1.9%,300431.05,16.45%
2018-03-09,股票,交通银行(601328.XSHG),多,8000股,8000股,6.48,51840,1360,6.31,-,0,0,0股,2.69%,300431.05,17.26%
2018-03-09,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,0,0股,5.49%,300431.05,16.78%
2018-03-09,,Cash,,,,,138.05,,,,,,,,0
2018-03-12,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.52,44896,-4807,21.61,-,0,621,0股,-9.67%,302806.05,14.83%
2018-03-12,股票,上汽集团(600104.XSHG),多,1600股,1600股,37.14,59424,8592,31.77,-,0,1392,0股,16.9%,302806.05,19.62%
2018-03-12,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.1,46330,-4294,4.48,-,0,0,0股,-8.48%,302806.05,15.3%
2018-03-12,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.74,49938,-435,5.79,-,0,522,0股,-0.86%,302806.05,16.49%
2018-03-12,股票,交通银行(601328.XSHG),多,8000股,8000股,6.46,51680,1200,6.31,-,0,-160,0股,2.38%,302806.05,17.07%
2018-03-12,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,0,0股,5.49%,302806.05,16.64%
2018-03-12,,Cash,,,,,138.05,,,,,,,,0
2018-03-13,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.43,44689,-5014,21.61,-,0,-207,0股,-10.09%,301551.05,14.82%
2018-03-13,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.92,59072,8240,31.77,-,0,-352,0股,16.21%,301551.05,19.59%
2018-03-13,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.1,46330,-4294,4.48,-,0,0,0股,-8.48%,301551.05,15.36%
2018-03-13,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.66,49242,-1131,5.79,-,0,-696,0股,-2.25%,301551.05,16.33%
2018-03-13,股票,交通银行(601328.XSHG),多,8000股,8000股,6.46,51680,1200,6.31,-,0,0,0股,2.38%,301551.05,17.14%
2018-03-13,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,0,0股,5.49%,301551.05,16.71%
2018-03-13,,Cash,,,,,138.05,,,,,,,,0
2018-03-14,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.92,43516,-6187,21.61,-,0,-1173,0股,-12.45%,299043.05,14.55%
2018-03-14,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.87,58992,8160,31.77,-,0,-80,0股,16.05%,299043.05,19.73%
2018-03-14,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.05,45765,-4859,4.48,-,0,-565,0股,-9.6%,299043.05,15.3%
2018-03-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.66,49242,-1131,5.79,-,0,0,0股,-2.25%,299043.05,16.47%
2018-03-14,股票,交通银行(601328.XSHG),多,8000股,8000股,6.43,51440,960,6.31,-,0,-240,0股,1.9%,299043.05,17.2%
2018-03-14,股票,中信银行(601998.XSHG),多,7500股,7500股,6.66,49950,2175,6.37,-,0,-450,0股,4.55%,299043.05,16.7%
2018-03-14,,Cash,,,,,138.05,,,,,,,,0
2018-03-15,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.65,42895,-6808,21.61,-,0,-621,0股,-13.7%,297954.05,14.4%
2018-03-15,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.77,58832,8000,31.77,-,0,-160,0股,15.74%,297954.05,19.75%
2018-03-15,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.03,45539,-5085,4.48,-,0,-226,0股,-10.04%,297954.05,15.28%
2018-03-15,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.65,49155,-1218,5.79,-,0,-87,0股,-2.42%,297954.05,16.5%
2018-03-15,股票,交通银行(601328.XSHG),多,8000股,8000股,6.44,51520,1040,6.31,-,0,80,0股,2.06%,297954.05,17.29%
2018-03-15,股票,中信银行(601998.XSHG),多,7500股,7500股,6.65,49875,2100,6.37,-,0,-75,0股,4.4%,297954.05,16.74%
2018-03-15,,Cash,,,,,138.05,,,,,,,,0
2018-03-16,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.37,44551,-5152,21.61,-,0,1656,0股,-10.37%,298077.05,14.95%
2018-03-16,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.83,58928,8096,31.77,-,0,96,0股,15.93%,298077.05,19.77%
2018-03-16,股票,招商轮船(601872.XSHG),多,11300股,11300股,4,45200,-5424,4.48,-,0,-339,0股,-10.71%,298077.05,15.16%
2018-03-16,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.6,48720,-1653,5.79,-,0,-435,0股,-3.28%,298077.05,16.34%
2018-03-16,股票,交通银行(601328.XSHG),多,8000股,8000股,6.38,51040,560,6.31,-,0,-480,0股,1.11%,298077.05,17.12%
2018-03-16,股票,中信银行(601998.XSHG),多,7500股,7500股,6.6,49500,1725,6.37,-,0,-375,0股,3.61%,298077.05,16.61%
2018-03-16,,Cash,,,,,138.05,,,,,,,,0
2018-03-19,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.38,44574,-5129,21.61,-,0,23,0股,-10.32%,298041.05,14.96%
2018-03-19,股票,上汽集团(600104.XSHG),多,1600股,1600股,37.32,59712,8880,31.77,-,0,784,0股,17.47%,298041.05,20.03%
2018-03-19,股票,招商轮船(601872.XSHG),多,11300股,11300股,4,45200,-5424,4.48,-,0,0,0股,-10.71%,298041.05,15.17%
2018-03-19,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.46,47502,-2871,5.79,-,0,-1218,0股,-5.7%,298041.05,15.94%
2018-03-19,股票,交通银行(601328.XSHG),多,8000股,8000股,6.38,51040,560,6.31,-,0,0,0股,1.11%,298041.05,17.13%
2018-03-19,股票,中信银行(601998.XSHG),多,7500股,7500股,6.65,49875,2100,6.37,-,0,375,0股,4.4%,298041.05,16.73%
2018-03-19,,Cash,,,,,138.05,,,,,,,,0
2018-03-20,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.32,44436,-5267,21.61,-,0,-138,0股,-10.6%,298194.05,14.9%
2018-03-20,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.93,59088,8256,31.77,-,0,-624,0股,16.24%,298194.05,19.82%
2018-03-20,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.99,45087,-5537,4.48,-,0,-113,0股,-10.94%,298194.05,15.12%
2018-03-20,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.5,47850,-2523,5.79,-,0,348,0股,-5.01%,298194.05,16.05%
2018-03-20,股票,交通银行(601328.XSHG),多,8000股,8000股,6.39,51120,640,6.31,-,0,80,0股,1.27%,298194.05,17.14%
2018-03-20,股票,中信银行(601998.XSHG),多,7500股,7500股,6.73,50475,2700,6.37,-,0,600,0股,5.65%,298194.05,16.93%
2018-03-20,,Cash,,,,,138.05,,,,,,,,0
2018-03-21,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.21,44183,-5520,21.61,-,0,-253,0股,-11.11%,296195.05,14.92%
2018-03-21,股票,上汽集团(600104.XSHG),多,1600股,1600股,36.18,57888,7056,31.77,-,0,-1200,0股,13.88%,296195.05,19.54%
2018-03-21,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.99,45087,-5537,4.48,-,0,0,0股,-10.94%,296195.05,15.22%
2018-03-21,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.42,47154,-3219,5.79,-,0,-696,0股,-6.39%,296195.05,15.92%
2018-03-21,股票,交通银行(601328.XSHG),多,8000股,8000股,6.39,51120,640,6.31,-,0,0,0股,1.27%,296195.05,17.26%
2018-03-21,股票,中信银行(601998.XSHG),多,7500股,7500股,6.75,50625,2850,6.37,-,0,150,0股,5.97%,296195.05,17.09%
2018-03-21,,Cash,,,,,138.05,,,,,,,,0
2018-03-22,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.26,44298,-5405,21.61,-,0,115,0股,-10.87%,295006.05,15.02%
2018-03-22,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.95,57520,6688,31.77,-,0,-368,0股,13.16%,295006.05,19.5%
2018-03-22,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.96,44748,-5876,4.48,-,0,-339,0股,-11.61%,295006.05,15.17%
2018-03-22,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.36,46632,-3741,5.79,-,0,-522,0股,-7.43%,295006.05,15.81%
2018-03-22,股票,交通银行(601328.XSHG),多,8000股,8000股,6.39,51120,640,6.31,-,0,0,0股,1.27%,295006.05,17.33%
2018-03-22,股票,中信银行(601998.XSHG),多,7500股,7500股,6.74,50550,2775,6.37,-,0,-75,0股,5.81%,295006.05,17.14%
2018-03-22,,Cash,,,,,138.05,,,,,,,,0
2018-03-23,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.02,41446,-8257,21.61,-,0,-2852,0股,-16.61%,285839.05,14.5%
2018-03-23,股票,上汽集团(600104.XSHG),多,1600股,1600股,35.55,56880,6048,31.77,-,0,-640,0股,11.9%,285839.05,19.9%
2018-03-23,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.69,41697,-8927,4.48,-,0,-3051,0股,-17.63%,285839.05,14.59%
2018-03-23,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.14,44718,-5655,5.79,-,0,-1914,0股,-11.23%,285839.05,15.64%
2018-03-23,股票,交通银行(601328.XSHG),多,8000股,8000股,6.32,50560,80,6.31,-,0,-560,0股,0.16%,285839.05,17.69%
2018-03-23,股票,中信银行(601998.XSHG),多,7500股,7500股,6.72,50400,2625,6.37,-,0,-150,0股,5.49%,285839.05,17.63%
2018-03-23,,Cash,,,,,138.05,,,,,,,,0
2018-03-26,股票,普丽盛(300442.XSHE),多,2300股,2300股,18.78,43194,-6509,21.61,-,0,1748,0股,-13.1%,281482.05,15.35%
2018-03-26,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.09,54544,3712,31.77,-,0,-2336,0股,7.3%,281482.05,19.38%
2018-03-26,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.7,41810,-8814,4.48,-,0,113,0股,-17.41%,281482.05,14.85%
2018-03-26,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.08,44196,-6177,5.79,-,0,-522,0股,-12.26%,281482.05,15.7%
2018-03-26,股票,交通银行(601328.XSHG),多,8000股,8000股,6.2,49600,-880,6.31,-,0,-960,0股,-1.74%,281482.05,17.62%
2018-03-26,股票,中信银行(601998.XSHG),多,7500股,7500股,6.4,48000,225,6.37,-,0,-2400,0股,0.47%,281482.05,17.05%
2018-03-26,,Cash,,,,,138.05,,,,,,,,0
2018-03-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.14,44022,-5681,21.61,-,0,828,0股,-11.43%,282709.05,15.57%
2018-03-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,33.55,53680,2848,31.77,-,0,-864,0股,5.6%,282709.05,18.99%
2018-03-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.76,42488,-8136,4.48,-,0,678,0股,-16.07%,282709.05,15.03%
2018-03-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.13,44631,-5742,5.79,-,0,435,0股,-11.4%,282709.05,15.79%
2018-03-27,股票,交通银行(601328.XSHG),多,8000股,8000股,6.2,49600,-880,6.31,-,0,0,0股,-1.74%,282709.05,17.54%
2018-03-27,股票,中信银行(601998.XSHG),多,7500股,7500股,6.42,48150,375,6.37,-,0,150,0股,0.78%,282709.05,17.03%
2018-03-27,,Cash,,,,,138.05,,,,,,,,0
2018-03-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.27,44321,-5382,21.61,-,0,299,0股,-10.83%,279625.05,15.85%
2018-03-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,32.54,52064,1232,31.77,-,0,-1616,0股,2.42%,279625.05,18.62%
2018-03-28,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.68,41584,-9040,4.48,-,0,-904,0股,-17.86%,279625.05,14.87%
2018-03-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.04,43848,-6525,5.79,-,0,-783,0股,-12.95%,279625.05,15.68%
2018-03-28,股票,交通银行(601328.XSHG),多,8000股,8000股,6.19,49520,-960,6.31,-,0,-80,0股,-1.9%,279625.05,17.71%
2018-03-28,股票,中信银行(601998.XSHG),多,7500股,7500股,6.42,48150,375,6.37,-,0,0,0股,0.78%,279625.05,17.22%
2018-03-28,,Cash,,,,,138.05,,,,,,,,0
2018-03-29,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.74,45402,-4301,21.61,-,0,1081,0股,-8.65%,283553.05,16.01%
2018-03-29,股票,上汽集团(600104.XSHG),多,1600股,1600股,32.94,52704,1872,31.77,-,0,640,0股,3.68%,283553.05,18.59%
2018-03-29,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.71,41923,-8701,4.48,-,0,339,0股,-17.19%,283553.05,14.78%
2018-03-29,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.13,44631,-5742,5.79,-,0,783,0股,-11.4%,283553.05,15.74%
2018-03-29,股票,交通银行(601328.XSHG),多,8000股,8000股,6.26,50080,-400,6.31,-,0,560,0股,-0.79%,283553.05,17.66%
2018-03-29,股票,中信银行(601998.XSHG),多,7500股,7500股,6.49,48675,900,6.37,-,0,525,0股,1.88%,283553.05,17.17%
2018-03-29,,Cash,,,,,138.05,,,,,,,,0
2018-03-30,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.99,45977,-3726,21.61,-,0,575,0股,-7.5%,284839.05,16.14%
2018-03-30,股票,上汽集团(600104.XSHG),多,1600股,1600股,34.01,54416,3584,31.77,-,0,1712,0股,7.05%,284839.05,19.1%
2018-03-30,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.72,42036,-8588,4.48,-,0,113,0股,-16.96%,284839.05,14.76%
2018-03-30,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.11,44457,-5916,5.79,-,0,-174,0股,-11.74%,284839.05,15.61%
2018-03-30,股票,交通银行(601328.XSHG),多,8000股,8000股,6.18,49440,-1040,6.31,-,0,-640,0股,-2.06%,284839.05,17.36%
2018-03-30,股票,中信银行(601998.XSHG),多,7500股,7500股,6.45,48375,600,6.37,-,0,-300,0股,1.26%,284839.05,16.98%
2018-03-30,,Cash,,,,,138.05,,,,,,,,0
2018-04-02,股票,普丽盛(300442.XSHE),多,2300股,2300股,19.95,45885,-3818,21.61,-,0,-92,0股,-7.68%,283954.05,16.16%
2018-04-02,股票,上汽集团(600104.XSHG),多,1600股,1600股,33.99,54384,3552,31.77,-,0,-32,0股,6.99%,283954.05,19.15%
2018-04-02,股票,招商轮船(601872.XSHG),多,11300股,11300股,3.7,41810,-8814,4.48,-,0,-226,0股,-17.41%,283954.05,14.72%
2018-04-02,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.11,44457,-5916,5.79,-,0,0,0股,-11.74%,283954.05,15.66%
2018-04-02,股票,交通银行(601328.XSHG),多,8000股,8000股,6.16,49280,-1200,6.31,-,0,-160,0股,-2.38%,283954.05,17.35%
2018-04-02,股票,中信银行(601998.XSHG),多,7500股,7500股,6.4,48000,225,6.37,-,0,-375,0股,0.47%,283954.05,16.9%
